order_id,customer_id,order_date,product_category,product_name,sales,quantity,region
1122,271,2023-05-02,Home,Item_A,702.72,6,North
1123,211,2023-05-03,Groceries,Item_B,2837.35,7,East
1124,361,2023-05-04,Home,Item_E,1781.52,5,North
1125,232,2023-05-05,Beauty,Item_B,3672.95,4,West
1126,247,2023-05-06,Electronics,Item_D,3296.23,7,South
1127,350,2023-05-07,Electronics,Item_D,4243.46,7,South
1128,261,2023-05-08,Beauty,Item_D,3493.21,6,East
1129,236,2023-05-09,Beauty,Item_A,2206.66,8,South
1130,298,2023-05-10,Groceries,Item_D,3397.54,4,West
1131,371,2023-05-11,Electronics,Item_E,1449.37,5,North
1132,303,2023-05-12,Home,Item_B,1600.94,4,East
1133,234,2023-05-13,Clothing,Item_C,3966.03,1,West
1134,392,2023-05-14,Clothing,Item_E,2287.46,8,South
1135,300,2023-05-15,Beauty,Item_E,4012.06,1,South
1136,374,2023-05-16,Groceries,Item_D,4129.87,5,West
1137,330,2023-05-17,Clothing,Item_A,4302.06,6,North
1138,200,2023-05-18,Electronics,Item_B,4591.51,6,North
1139,204,2023-05-19,Beauty,Item_A,2211.83,5,East
1140,341,2023-05-20,Home,Item_B,1662.45,3,South
1141,302,2023-05-21,Beauty,Item_B,2952.77,5,West
1142,226,2023-05-22,Home,Item_A,1918.74,8,North
1143,336,2023-05-23,Beauty,Item_E,3045.26,2,East
1144,214,2023-05-24,Beauty,Item_B,3557.37,6,South
1145,289,2023-05-25,Beauty,Item_A,3473.18,9,South
1146,241,2023-05-26,Home,Item_B,1935.31,8,East
1147,323,2023-05-27,Home,Item_C,917.61,8,East
1148,378,2023-05-28,Beauty,Item_E,2209.59,8,North
1149,262,2023-05-29,Clothing,Item_D,798.71,7,West
1150,295,2023-05-30,Groceries,Item_B,4461.48,8,South
1151,251,2023-05-31,Groceries,Item_C,1794.8,6,West
1152,295,2023-06-01,Groceries,Item_D,856.85,2,South
1153,331,2023-06-02,Home,Item_D,224.69,2,South
1154,350,2023-06-03,Home,Item_B,3264.53,8,West
1155,342,2023-06-04,Clothing,Item_A,3220.82,1,East
1156,370,2023-06-05,Groceries,Item_B,1768.96,6,North
1157,228,2023-06-06,Groceries,Item_C,451.39,6,South
1158,235,2023-06-07,Beauty,Item_D,2107.18,4,East
1159,212,2023-06-08,Home,Item_B,1624.97,3,South
1160,359,2023-06-09,Groceries,Item_A,3417.89,3,North
1161,270,2023-06-10,Clothing,Item_B,3068.32,1,South
1162,386,2023-06-11,Clothing,Item_E,1886.51,3,North
1163,285,2023-06-12,Groceries,Item_A,1167.67,4,North
1164,227,2023-06-13,Home,Item_C,4941.38,5,South
1165,265,2023-06-14,Clothing,Item_D,2324.61,3,South
1166,369,2023-06-15,Beauty,Item_B,3472.54,6,North
1167,244,2023-06-16,Clothing,Item_A,788.71,5,East
1168,261,2023-06-17,Electronics,Item_E,2479.39,3,West
1169,384,2023-06-18,Electronics,Item_A,234.93,6,North
1170,333,2023-06-19,Home,Item_E,2576.73,6,South
1171,227,2023-06-20,Groceries,Item_C,4823.69,8,South
1172,227,2023-06-21,Home,Item_D,1982.61,2,East
1173,307,2023-06-22,Home,Item_C,291.08,1,West
1174,243,2023-06-23,Home,Item_B,251.68,4,North
1175,283,2023-06-24,Home,Item_A,2001.14,7,North
1176,229,2023-06-25,Beauty,Item_E,884.12,3,West
1177,389,2023-06-26,Beauty,Item_E,214.43,3,North
1178,274,2023-06-27,Clothing,Item_A,3805.45,5,West
1179,327,2023-06-28,Electronics,Item_A,2346.76,5,South
1180,291,2023-06-29,Home,Item_B,1517.3,3,West
1181,389,2023-06-30,Clothing,Item_C,4510.41,9,North
1182,328,2023-07-01,Electronics,Item_E,669.08,4,West
1183,320,2023-07-02,Groceries,Item_B,4784.0,3,East
1184,226,2023-07-03,Beauty,Item_C,1638.44,2,South
1185,389,2023-07-04,Electronics,Item_B,4453.18,9,South
1186,320,2023-07-05,Groceries,Item_E,3054.42,4,West
1187,315,2023-07-06,Electronics,Item_A,4150.87,3,North
1188,202,2023-07-07,Beauty,Item_A,4921.66,7,East
1189,302,2023-07-08,Beauty,Item_C,1513.19,8,South
1190,397,2023-07-09,Clothing,Item_D,4809.56,2,South
1191,399,2023-07-10,Home,Item_C,2008.46,7,North
1192,354,2023-07-11,Electronics,Item_D,1989.01,5,North
1193,336,2023-07-12,Electronics,Item_B,1767.9,5,East
1194,261,2023-07-13,Groceries,Item_B,2752.9,3,West
1195,364,2023-07-14,Beauty,Item_E,855.31,5,North
1196,250,2023-07-15,Electronics,Item_D,2813.19,2,West
1197,371,2023-07-16,Beauty,Item_E,2754.35,4,East
1198,351,2023-07-17,Electronics,Item_A,3833.32,6,West
1199,258,2023-07-18,Clothing,Item_D,4184.88,1,South
1200,317,2023-07-19,Home,Item_C,2258.16,4,West
1201,359,2023-07-20,Electronics,Item_A,1581.43,6,East
1202,295,2023-07-21,Beauty,Item_A,1370.74,9,East
1203,379,2023-07-22,Clothing,Item_C,1053.66,2,East
1204,312,2023-07-23,Electronics,Item_A,382.47,7,West
1205,261,2023-07-24,Groceries,Item_D,1778.0,6,South
1206,385,2023-07-25,Home,Item_E,1424.21,2,North
1207,251,2023-07-26,Electronics,Item_A,4835.45,8,South
1208,211,2023-07-27,Clothing,Item_D,2832.77,7,West
1209,238,2023-07-28,Groceries,Item_B,1801.66,5,West
1210,329,2023-07-29,Clothing,Item_D,2944.29,5,North
1211,330,2023-07-30,Clothing,Item_E,782.06,7,West
1212,312,2023-07-31,Groceries,Item_D,2275.81,9,East
1213,300,2023-08-01,Clothing,Item_C,3168.55,9,East
1214,312,2023-08-02,Groceries,Item_E,2495.6,9,East
1215,383,2023-08-03,Electronics,Item_B,2068.72,6,East
1216,280,2023-08-04,Groceries,Item_C,4969.86,6,East
1217,386,2023-08-05,Groceries,Item_D,4413.54,3,West
1218,312,2023-08-06,Home,Item_E,3154.69,1,North
1219,201,2023-08-07,Groceries,Item_B,2889.95,7,North
1220,329,2023-08-08,Groceries,Item_C,3141.24,4,East
1221,253,2023-08-09,Electronics,Item_B,1086.43,1,West
1222,286,2023-08-10,Home,Item_D,2036.17,8,South
1223,328,2023-08-11,Beauty,Item_B,293.35,6,South
1224,346,2023-08-12,Electronics,Item_A,2430.18,6,West
1225,325,2023-08-13,Electronics,Item_C,2760.82,2,East
1226,329,2023-08-14,Beauty,Item_B,1215.97,1,North
1227,252,2023-08-15,Groceries,Item_D,4823.74,2,West
1228,371,2023-08-16,Clothing,Item_D,4556.33,4,South
1229,359,2023-08-17,Home,Item_B,3638.5,2,South
1230,397,2023-08-18,Clothing,Item_D,2713.59,1,South
1231,359,2023-08-19,Beauty,Item_E,4362.85,7,East
1232,267,2023-08-20,Electronics,Item_E,740.2,8,South
1233,382,2023-08-21,Electronics,Item_E,3973.5,6,West
1234,383,2023-08-22,Home,Item_A,711.62,4,West
1235,322,2023-08-23,Electronics,Item_B,3991.63,6,South
1236,344,2023-08-24,Electronics,Item_A,1451.26,3,West
1237,237,2023-08-25,Home,Item_D,4397.74,8,South
1238,223,2023-08-26,Home,Item_A,4725.81,2,South
1239,268,2023-08-27,Beauty,Item_D,829.1,5,North
1240,315,2023-08-28,Electronics,Item_D,2367.11,1,East
1241,297,2023-08-29,Electronics,Item_C,4906.84,6,East
1242,397,2023-08-30,Beauty,Item_E,2468.7,2,North
1243,338,2023-08-31,Groceries,Item_D,4331.38,4,North
1244,343,2023-09-01,Groceries,Item_C,2984.78,6,East
1245,296,2023-09-02,Groceries,Item_E,1939.12,8,South
1246,323,2023-09-03,Beauty,Item_D,1500.34,8,South
1247,386,2023-09-04,Electronics,Item_D,1095.79,6,East
1248,269,2023-09-05,Beauty,Item_A,3832.81,4,South
1249,292,2023-09-06,Beauty,Item_A,1994.05,8,North
1250,202,2023-09-07,Groceries,Item_E,2605.25,8,South
1251,347,2023-09-08,Clothing,Item_D,2512.39,1,South
1252,386,2023-09-09,Electronics,Item_B,2928.67,4,West
1253,363,2023-09-10,Groceries,Item_A,4341.33,4,West
1254,346,2023-09-11,Clothing,Item_E,4905.62,7,West
1255,289,2023-09-12,Clothing,Item_D,2097.16,7,South
1256,394,2023-09-13,Home,Item_D,4154.84,8,East
1257,346,2023-09-14,Electronics,Item_B,3846.19,5,North
1258,347,2023-09-15,Clothing,Item_E,2910.29,7,South
1259,295,2023-09-16,Groceries,Item_D,4784.63,8,East
1260,398,2023-09-17,Home,Item_A,1082.33,9,South
1261,251,2023-09-18,Electronics,Item_B,635.39,3,North
1262,360,2023-09-19,Beauty,Item_E,4284.41,3,South
1263,367,2023-09-20,Groceries,Item_B,2251.83,4,North
1264,327,2023-09-21,Clothing,Item_A,4250.15,5,South
1265,238,2023-09-22,Clothing,Item_E,4476.14,1,North
1266,281,2023-09-23,Groceries,Item_B,406.04,7,South
1267,303,2023-09-24,Clothing,Item_C,4428.98,9,North
1268,328,2023-09-25,Home,Item_A,2296.76,8,West
1269,210,2023-09-26,Electronics,Item_A,2601.12,5,South
1270,384,2023-09-27,Home,Item_A,3170.3,4,South
1271,377,2023-09-28,Clothing,Item_C,4639.27,7,East
1272,350,2023-09-29,Beauty,Item_C,193.67,5,East
1273,358,2023-09-30,Electronics,Item_D,2436.53,7,North
1274,241,2023-10-01,Electronics,Item_B,3469.84,1,South
1275,298,2023-10-02,Groceries,Item_D,3641.26,1,North
1276,206,2023-10-03,Groceries,Item_B,3493.41,3,West
1277,343,2023-10-04,Beauty,Item_C,758.73,2,East
1278,289,2023-10-05,Electronics,Item_C,1567.04,2,North
1279,311,2023-10-06,Beauty,Item_D,1857.71,7,North
1280,259,2023-10-07,Groceries,Item_E,4041.74,2,East
1281,312,2023-10-08,Groceries,Item_D,1465.92,4,South
1282,201,2023-10-09,Electronics,Item_B,1132.45,2,North
1283,328,2023-10-10,Home,Item_D,4791.5,6,East
1284,247,2023-10-11,Clothing,Item_A,143.43,8,South
1285,339,2023-10-12,Groceries,Item_B,4989.32,4,West
1286,396,2023-10-13,Groceries,Item_B,3416.42,5,East
1287,236,2023-10-14,Home,Item_E,4159.5,4,North
1288,359,2023-10-15,Home,Item_C,1543.64,3,West
1289,208,2023-10-16,Beauty,Item_B,170.14,5,South
1290,298,2023-10-17,Beauty,Item_C,3715.56,9,South
1291,346,2023-10-18,Clothing,Item_D,4187.31,8,East
1292,247,2023-10-19,Clothing,Item_A,3728.33,8,East
1293,330,2023-10-20,Electronics,Item_E,799.97,8,East
1294,347,2023-10-21,Beauty,Item_C,3791.8,8,South
1295,351,2023-10-22,Groceries,Item_B,3867.72,7,West
1296,253,2023-10-23,Beauty,Item_C,3326.85,8,South
1297,319,2023-10-24,Groceries,Item_B,3853.97,8,North
1298,360,2023-10-25,Home,Item_C,4245.02,8,South
1299,351,2023-10-26,Beauty,Item_B,3106.66,7,North
1300,315,2023-10-27,Home,Item_D,534.16,1,West
1301,274,2023-10-28,Clothing,Item_B,2489.38,4,East
1302,312,2023-10-29,Clothing,Item_B,480.48,4,East
1303,399,2023-10-30,Electronics,Item_A,2096.96,5,South
1304,363,2023-10-31,Beauty,Item_B,2094.82,6,East
1305,365,2023-11-01,Home,Item_A,423.45,4,West
1306,303,2023-11-02,Groceries,Item_E,1809.22,2,East
1307,283,2023-11-03,Clothing,Item_A,643.89,6,South
1308,311,2023-11-04,Clothing,Item_D,4060.35,8,West
1309,298,2023-11-05,Groceries,Item_A,4743.67,8,North
1310,352,2023-11-06,Home,Item_E,454.35,7,South
1311,292,2023-11-07,Home,Item_D,4780.06,6,North
1312,345,2023-11-08,Beauty,Item_C,2660.63,2,West
1313,327,2023-11-09,Beauty,Item_C,1567.87,7,South
1314,309,2023-11-10,Electronics,Item_A,476.62,5,South
1315,281,2023-11-11,Clothing,Item_A,2553.06,6,West
1316,393,2023-11-12,Beauty,Item_E,3993.13,8,East
1317,253,2023-11-13,Home,Item_E,3564.72,8,South
1318,362,2023-11-14,Groceries,Item_B,346.11,3,South
1319,388,2023-11-15,Home,Item_E,457.22,7,North
1320,368,2023-11-16,Clothing,Item_B,2074.08,1,East
1321,360,2023-11-17,Home,Item_D,1546.92,1,North
1322,267,2023-11-18,Electronics,Item_A,1238.68,7,North
1323,232,2023-11-19,Clothing,Item_D,1476.92,9,East
1324,341,2023-11-20,Groceries,Item_E,4037.07,7,East
1325,220,2023-11-21,Electronics,Item_D,4653.22,5,West
1326,247,2023-11-22,Clothing,Item_D,2085.0,8,East
1327,347,2023-11-23,Groceries,Item_D,4539.94,2,South
1328,327,2023-11-24,Electronics,Item_E,1675.33,9,East
1329,335,2023-11-25,Electronics,Item_D,2434.54,6,West
1330,334,2023-11-26,Clothing,Item_B,1207.54,9,West
1331,394,2023-11-27,Beauty,Item_E,3238.33,2,West
1332,344,2023-11-28,Electronics,Item_D,4897.01,3,East
1333,327,2023-11-29,Electronics,Item_E,3057.12,8,East
1334,232,2023-11-30,Groceries,Item_C,1853.29,1,North
1335,375,2023-12-01,Home,Item_B,3274.31,7,North
1336,386,2023-12-02,Clothing,Item_D,702.31,7,South
1337,314,2023-12-03,Clothing,Item_C,4454.43,1,North
1338,318,2023-12-04,Beauty,Item_C,2565.11,9,South
1339,221,2023-12-05,Beauty,Item_E,2301.81,8,West
1340,357,2023-12-06,Clothing,Item_C,2970.74,4,North
1341,237,2023-12-07,Beauty,Item_B,3161.44,5,East
1342,308,2023-12-08,Groceries,Item_B,451.7,2,North
1343,250,2023-12-09,Clothing,Item_A,3444.82,9,South
1344,381,2023-12-10,Beauty,Item_B,1285.47,6,North
1345,207,2023-12-11,Clothing,Item_C,3598.37,3,West
1346,226,2023-12-12,Home,Item_B,4130.42,7,East
1347,226,2023-12-13,Electronics,Item_E,4039.4,9,South
1348,220,2023-12-14,Clothing,Item_A,2807.25,3,East
1349,229,2023-12-15,Electronics,Item_C,2648.83,2,East
1350,296,2023-12-16,Beauty,Item_A,800.09,7,South
1351,227,2023-12-17,Electronics,Item_C,3899.2,7,East
1352,310,2023-12-18,Clothing,Item_E,1429.91,4,East
1353,391,2023-12-19,Home,Item_A,2533.81,9,North
1354,396,2023-12-20,Beauty,Item_D,1492.94,8,East
1355,260,2023-12-21,Clothing,Item_C,755.76,1,East
1356,247,2023-12-22,Beauty,Item_D,3184.83,1,East
1357,346,2023-12-23,Groceries,Item_A,366.23,5,East
1358,203,2023-12-24,Electronics,Item_D,3768.36,6,South
1359,234,2023-12-25,Groceries,Item_D,1656.18,3,West
1360,391,2023-12-26,Clothing,Item_A,100.66,9,North
1361,248,2023-12-27,Home,Item_E,2604.53,6,East
1362,216,2023-12-28,Beauty,Item_D,329.57,4,East
1363,371,2023-12-29,Electronics,Item_D,1453.23,7,South
1364,357,2023-12-30,Beauty,Item_E,3564.18,8,West
1365,245,2023-12-31,Clothing,Item_D,407.18,9,East
1366,316,2024-01-01,Beauty,Item_D,4212.76,6,South
1367,205,2024-01-02,Electronics,Item_D,118.72,6,North
1368,298,2024-01-03,Clothing,Item_B,1309.44,8,North
1369,323,2024-01-04,Beauty,Item_E,3730.43,5,East
1370,236,2024-01-05,Home,Item_D,1649.72,3,East
1371,223,2024-01-06,Clothing,Item_E,599.27,3,West
1372,292,2024-01-07,Clothing,Item_C,1865.15,6,West
1373,245,2024-01-08,Home,Item_C,1424.93,2,East
1374,380,2024-01-09,Groceries,Item_D,4229.29,6,South
1375,294,2024-01-10,Electronics,Item_E,1635.4,6,West
1376,298,2024-01-11,Groceries,Item_E,3965.77,8,East
1377,387,2024-01-12,Beauty,Item_E,4470.17,7,West
1378,315,2024-01-13,Home,Item_B,2225.71,8,East
1379,390,2024-01-14,Groceries,Item_C,4558.72,9,North
1380,359,2024-01-15,Clothing,Item_E,1948.86,6,East
1381,360,2024-01-16,Beauty,Item_E,4823.98,3,North
1382,266,2024-01-17,Beauty,Item_B,537.52,3,West
1383,327,2024-01-18,Groceries,Item_B,3466.39,1,East
1384,217,2024-01-19,Groceries,Item_E,2519.69,5,West
1385,224,2024-01-20,Home,Item_A,1999.48,4,North
1386,253,2024-01-21,Electronics,Item_E,3200.29,9,East
1387,257,2024-01-22,Groceries,Item_E,3548.9,9,West
1388,266,2024-01-23,Groceries,Item_B,121.38,5,North
1389,303,2024-01-24,Clothing,Item_B,918.07,4,West
1390,373,2024-01-25,Beauty,Item_E,3593.93,7,South
1391,223,2024-01-26,Electronics,Item_E,3365.29,6,North
1392,313,2024-01-27,Clothing,Item_E,4833.63,4,North
1393,231,2024-01-28,Home,Item_B,3829.09,2,North
1394,374,2024-01-29,Home,Item_E,4758.79,1,East
1395,285,2024-01-30,Groceries,Item_E,3542.45,4,East
1396,350,2024-01-31,Groceries,Item_D,1560.46,4,East
1397,393,2024-02-01,Home,Item_A,616.29,1,South
1398,326,2024-02-02,Groceries,Item_C,3930.94,6,South
1399,354,2024-02-03,Electronics,Item_A,3256.33,4,North
1400,329,2024-02-04,Groceries,Item_D,336.11,1,South
1401,216,2024-02-05,Beauty,Item_C,1864.25,1,West
1402,303,2024-02-06,Groceries,Item_E,4788.32,1,North
1403,360,2024-02-07,Clothing,Item_D,2551.97,8,North
1404,336,2024-02-08,Electronics,Item_E,2220.37,8,West
1405,242,2024-02-09,Clothing,Item_B,2342.73,2,North
1406,375,2024-02-10,Clothing,Item_D,1123.53,7,South
1407,238,2024-02-11,Beauty,Item_B,1906.67,8,East
1408,369,2024-02-12,Electronics,Item_D,1912.08,8,West
1409,225,2024-02-13,Electronics,Item_D,356.54,7,South
1410,298,2024-02-14,Electronics,Item_B,3861.08,5,West
1411,249,2024-02-15,Electronics,Item_C,2140.87,1,West
1412,352,2024-02-16,Electronics,Item_A,4128.68,9,North
1413,351,2024-02-17,Beauty,Item_E,4266.71,7,North
1414,212,2024-02-18,Groceries,Item_D,1138.77,2,South
1415,259,2024-02-19,Clothing,Item_E,3321.03,6,West
1416,334,2024-02-20,Electronics,Item_B,2414.18,2,North
1417,256,2024-02-21,Groceries,Item_E,4412.77,1,North
1418,235,2024-02-22,Groceries,Item_B,1157.13,7,West
1419,372,2024-02-23,Clothing,Item_E,3421.28,2,South
1420,219,2024-02-24,Beauty,Item_A,3077.99,2,South
1421,264,2024-02-25,Home,Item_A,1546.98,5,West
1422,207,2024-02-26,Home,Item_A,769.34,5,South
1423,343,2024-02-27,Groceries,Item_A,3293.03,7,North
1424,341,2024-02-28,Clothing,Item_A,3719.13,1,West
1425,314,2024-02-29,Home,Item_A,1646.57,8,North
1426,342,2024-03-01,Groceries,Item_B,3259.68,3,East
1427,291,2024-03-02,Beauty,Item_D,2036.14,4,East
1428,297,2024-03-03,Home,Item_E,3594.71,9,South
1429,265,2024-03-04,Groceries,Item_A,1076.15,4,East
1430,231,2024-03-05,Groceries,Item_B,4462.05,5,North
1431,390,2024-03-06,Electronics,Item_B,1508.31,7,East
1432,285,2024-03-07,Beauty,Item_B,1902.15,4,North
1433,250,2024-03-08,Electronics,Item_D,384.65,1,South
1434,352,2024-03-09,Clothing,Item_E,646.41,9,South
1435,385,2024-03-10,Electronics,Item_D,2627.72,4,North
1436,262,2024-03-11,Electronics,Item_C,1411.2,9,East
1437,389,2024-03-12,Home,Item_B,4193.85,6,South
1438,324,2024-03-13,Groceries,Item_C,172.0,1,West
1439,349,2024-03-14,Beauty,Item_A,1957.56,3,South
1440,257,2024-03-15,Electronics,Item_A,1752.99,2,East
1441,257,2024-03-16,Beauty,Item_D,194.71,9,West
1442,285,2024-03-17,Electronics,Item_E,709.41,1,East
1443,248,2024-03-18,Clothing,Item_C,2126.85,9,North
1444,379,2024-03-19,Electronics,Item_E,2515.04,9,West
1445,369,2024-03-20,Home,Item_D,2081.02,8,East
1446,269,2024-03-21,Groceries,Item_A,2701.59,8,West
1447,214,2024-03-22,Clothing,Item_E,3016.15,1,East
1448,253,2024-03-23,Electronics,Item_E,148.63,8,West
1449,387,2024-03-24,Beauty,Item_A,2374.07,3,East
1450,300,2024-03-25,Clothing,Item_C,4821.15,7,North
1451,207,2024-03-26,Clothing,Item_A,2643.26,1,West
1452,252,2024-03-27,Electronics,Item_E,3419.96,1,West
1453,259,2024-03-28,Clothing,Item_C,1628.13,5,West
1454,307,2024-03-29,Beauty,Item_C,3892.56,5,West
1455,204,2024-03-30,Clothing,Item_A,3887.32,8,North
1456,302,2024-03-31,Beauty,Item_E,2654.35,7,West
1457,395,2024-04-01,Electronics,Item_D,4882.47,8,South
